seconds_elapsed,latitude,longitude,horizontalAccuracy,speed,score,eligible
-0.186,37.1848735,127.104377,4.75,0.0,0,False
0.814,37.1848735,127.104377,4.75,0.0,0,False
1.814,37.1848755,127.104378,4.75,0.0,0,False
2.814,37.1848766,127.1043776,4.75,0.0,0,False
3.814,37.1848784,127.1043781,4.75,0.0,0,False
4.814,37.1848837,127.1043789,4.75,0.0,0,False
5.814,37.1848865,127.1043792,4.75,0.0,0,False
6.814,37.184888,127.1043794,4.75,0.0,0,False
7.814,37.1848854,127.1043786,4.75,0.26,0,False
8.814,37.1848791,127.1043756,4.75,0.22,0,False
9.814,37.1848708,127.1043758,4.75,0.26,0,False
10.814,37.184857,127.1043834,4.75,0.64,0,False
11.814,37.1848539,127.1043792,4.75,0.17,0,False
12.814,37.1848395,127.1043716,4.75,0.75,0,False
13.814,37.1847993,127.1043661,13.21,0.321,0,False
14.814,37.1847959,127.1043574,12.87,0.278,0,False
15.814,37.1847921,127.1043522,14.14,0.241,0,False
16.814,37.1847918,127.104353,14.53,0.04,0,False
17.814,37.1847877,127.1043497,15.31,0.014,0,False
18.814,37.1847836,127.1043464,15.95,0.126,0,False
19.814,37.1847831,127.1043531,16.12,0.205,0,False
20.814,37.1847813,127.1043526,15.89,0.218,0,False
21.814,37.1847791,127.1043564,16.43,0.069,0,False
22.814,37.1847791,127.1043564,16.37,0.0,0,False
23.814,37.1847791,127.1043564,17.01,0.0,0,False
24.814,37.1847791,127.1043564,16.53,0.0,0,False
25.814,37.1847791,127.1043564,16.98,0.0,0,False
26.814,37.1847791,127.1043564,16.96,0.0,0,False
27.814,37.184757,127.104353,17.09,0.052,0,False
28.814,37.184757,127.1043531,17.28,0.0,0,False
29.814,37.1847565,127.104345,17.54,0.303,0,False
30.814,37.184764,127.1043467,17.32,0.438,0,False
31.814,37.1847719,127.1043397,17.23,0.476,0,False
32.814,37.1847783,127.1043351,16.81,0.458,0,False
33.814,37.1847848,127.1043245,16.37,0.528,0,False
34.814,37.1847893,127.1043217,15.9,0.096,0,False
35.814,37.1847894,127.1043215,15.75,0.0,0,False
36.814,37.1847897,127.1043177,15.47,0.0,0,False
37.814,37.1847897,127.1043177,15.46,0.0,0,False
38.814,37.1847897,127.1043177,15.65,0.0,0,False
39.814,37.1847897,127.1043177,15.82,0.0,0,False
40.814,37.1847897,127.1043177,15.98,0.0,0,False
41.814,37.1847897,127.1043177,16.11,0.0,0,False
42.814,37.1847897,127.1043177,16.03,0.0,0,False
43.814,37.1847897,127.1043177,16.03,0.0,0,False
44.814,37.1847897,127.1043177,16.13,0.0,0,False
45.814,37.1847897,127.1043177,16.12,0.0,0,False
46.814,37.1847897,127.1043177,15.83,0.0,0,False
47.814,37.1848152,127.1043185,15.62,0.047,0,False
48.814,37.184814,127.1043163,15.71,0.14,0,False
49.814,37.1848168,127.1043163,15.51,0.23,0,False
50.814,37.1848185,127.1043145,15.44,0.166,0,False
51.814,37.1848156,127.1043138,15.22,0.0,0,False
52.814,37.1848139,127.1043108,15.21,0.0,0,False
53.814,37.1848139,127.1043108,15.16,0.0,0,False
54.813,37.1848139,127.1043108,14.76,0.0,0,False
55.813,37.1848139,127.1043108,14.91,0.0,0,False
56.813,37.1848063,127.1043084,15.18,0.0,0,False
57.813,37.184804,127.1043049,15.41,0.348,0,False
58.813,37.1848069,127.104302,15.32,0.438,0,False
59.813,37.184811,127.1043,15.79,0.511,0,False
60.813,37.1848113,127.1042931,15.82,0.73,0,False
61.813,37.1848163,127.1042814,16.12,1.075,0,False
62.813,37.1848193,127.1042639,15.74,1.293,0,False
63.813,37.1848242,127.1042458,15.58,1.551,80,True
64.813,37.184825,127.1042257,15.24,1.514,80,True
65.813,37.1848396,127.1042066,14.89,1.928,81,True
66.813,37.1848546,127.1041807,14.77,2.359,81,True
67.813,37.18487,127.1041565,14.61,2.455,89,True
68.813,37.1848912,127.1041354,14.49,2.439,89,True
69.813,37.1849082,127.1041144,14.24,2.32,88,True
70.813,37.1849158,127.1040958,13.97,2.161,88,True
71.813,37.1849246,127.1040791,13.72,2.187,86,True
72.813,37.1849311,127.1040445,13.52,2.284,86,True
73.813,37.1849476,127.1040208,13.15,2.51,89,True
74.813,37.1849546,127.1039985,12.97,2.535,89,True
75.813,37.1849649,127.1039703,12.79,2.415,82,True
76.813,37.1849769,127.1039418,12.84,2.366,82,True
77.813,37.1849935,127.1039163,12.91,2.555,75,True
78.813,37.1850094,127.1038886,12.71,2.771,75,True
79.813,37.1850272,127.1038691,12.58,2.869,87,True
80.813,37.1850425,127.103839,12.33,2.937,87,True
81.813,37.1850572,127.103816,12.16,2.761,81,True
82.813,37.1850717,127.1037937,11.93,2.688,81,True
83.813,37.1850848,127.1037615,11.87,2.889,77,True
84.813,37.1850988,127.1037295,11.95,3.053,77,True
85.813,37.1851139,127.1037025,11.94,2.984,81,True
86.813,37.1851233,127.1036761,11.8,2.736,81,True
87.813,37.1851394,127.1036516,11.7,2.668,72,True
88.813,37.1851539,127.1036262,11.59,2.613,72,True
89.813,37.1851737,127.103597,11.47,2.92,76,True
90.813,37.1851892,127.103566,11.37,3.09,76,True
91.813,37.185206,127.1035346,11.21,3.258,83,True
92.813,37.1852238,127.1035061,11.01,3.228,83,True
93.813,37.1852409,127.1034789,11.17,3.112,85,True
94.813,37.1852591,127.1034562,11.09,2.963,85,True
95.813,37.1852695,127.1034337,10.99,2.595,84,True
96.813,37.1852922,127.1034129,11.0,2.722,84,True
97.813,37.1853119,127.1033952,10.83,2.681,89,True
98.813,37.1853223,127.1033758,10.71,2.342,89,True
99.813,37.1853354,127.1033633,10.66,1.956,55,True
100.813,37.185349,127.1033538,10.54,1.802,55,True
101.813,37.1853613,127.103346,10.6,1.606,0,False
102.813,37.1853833,127.1033551,10.89,1.746,0,False
103.813,37.1854031,127.1033559,10.74,1.92,0,False
104.813,37.1854192,127.1033397,10.59,1.99,0,False
105.813,37.1854254,127.1033097,10.63,2.112,0,False
106.813,37.1854297,127.1032736,10.39,2.575,0,False
107.813,37.1854397,127.1032394,10.33,2.784,0,False
108.813,37.1854436,127.1032212,10.28,2.162,0,False
109.813,37.1854489,127.1032144,10.63,1.325,0,False
110.813,37.1854524,127.1032142,10.44,0.795,0,False
111.813,37.1854561,127.1032096,10.24,0.619,0,False
112.814,37.18546,127.1032058,10.12,0.541,0,False
113.814,37.1854662,127.1032007,9.96,0.69,0,False
114.814,37.1854769,127.1031947,9.94,1.038,0,False
115.814,37.1854918,127.1031828,9.66,1.504,0,False
116.814,37.1855031,127.1031698,9.49,1.626,0,False
117.814,37.1855155,127.1031501,9.66,1.931,49,True
118.814,37.1855234,127.1031246,9.55,2.096,49,True
119.814,37.1855355,127.103103,9.84,2.146,90,True
120.814,37.1855471,127.1030771,9.76,2.397,90,True
121.814,37.1855622,127.1030498,9.71,2.644,93,True
122.814,37.1855729,127.1030232,9.54,2.623,93,True
123.814,37.1855836,127.1029965,9.48,2.591,91,True
124.814,37.1855974,127.1029775,9.39,2.362,91,True
125.814,37.1856088,127.1029479,9.3,2.606,93,True
126.814,37.1856203,127.102923,9.12,2.556,93,True
127.814,37.1856307,127.1029008,9.0,2.33,90,True
128.814,37.1856417,127.1028734,8.94,2.578,90,True
129.814,37.1856527,127.1028467,8.82,2.55,94,True
130.814,37.1856651,127.1028144,8.83,2.802,94,True
131.814,37.1856689,127.1027843,8.81,2.703,95,True
132.814,37.185682,127.102748,8.72,3.013,95,True
133.814,37.1856929,127.1027181,8.6,2.922,96,True
134.814,37.1857004,127.1026849,8.69,2.846,96,True
135.814,37.1857101,127.1026569,8.58,2.709,68,True
136.814,37.1857195,127.1026287,8.63,2.707,68,True
137.814,37.1857269,127.1026022,8.71,2.492,54,True
138.814,37.1857322,127.1025719,8.75,2.592,54,True
139.814,37.1857378,127.1025395,8.72,2.829,62,True
140.814,37.1857435,127.1025017,8.55,3.169,62,True
141.814,37.1857543,127.1024664,8.45,3.237,61,True
142.814,37.1857585,127.1024328,8.34,3.134,61,True
143.814,37.1857651,127.1024026,8.27,2.956,59,True
144.814,37.1857691,127.1023731,8.45,2.767,59,True
145.814,37.1857722,127.1023381,8.39,2.858,0,False
146.814,37.1857757,127.1023129,8.35,2.57,0,False
147.814,37.185781,127.1022809,8.48,2.769,0,False
148.814,37.1857886,127.102256,8.89,2.52,0,False
149.814,37.1857994,127.102219,8.94,2.905,51,True
150.814,37.1858092,127.1021931,8.95,2.742,51,True
151.814,37.1858165,127.1021599,8.95,2.767,61,True
152.814,37.1858208,127.1021271,9.03,2.784,61,True
153.814,37.1858247,127.1020987,8.88,2.71,88,True
154.814,37.1858314,127.1020628,8.91,2.93,88,True
155.814,37.1858361,127.1020235,8.95,3.176,92,True
156.814,37.1858447,127.101994,9.1,2.968,92,True
157.814,37.1858526,127.1019625,9.08,2.9,93,True
158.814,37.1858593,127.1019319,9.0,2.853,93,True
159.814,37.1858611,127.1019007,8.96,2.806,92,True
160.814,37.1858698,127.1018719,8.91,2.747,92,True
161.814,37.1858748,127.1018426,8.93,2.743,94,True
162.814,37.1858817,127.1018117,8.85,2.771,94,True
163.814,37.185889,127.101782,8.88,2.812,83,True
164.814,37.185891,127.1017494,8.99,2.801,83,True
165.814,37.1858961,127.1017142,8.98,2.921,70,True
166.814,37.1859044,127.1016777,9.07,3.067,70,True
167.814,37.1859098,127.1016456,9.16,2.947,85,True
168.814,37.1859116,127.1016159,9.02,2.751,85,True
169.814,37.1859144,127.1015892,8.92,2.54,75,True
170.814,37.1859215,127.101559,8.79,2.667,75,True
171.814,37.1859258,127.1015227,8.79,2.881,76,True
172.814,37.1859279,127.1014895,8.59,2.961,76,True
173.814,37.1859312,127.1014563,8.48,2.943,93,True
174.814,37.1859362,127.1014245,8.35,2.856,93,True
175.814,37.18594,127.1013923,8.16,2.894,94,True
176.814,37.185942,127.1013599,8.0,2.907,94,True
177.814,37.1859435,127.101331,7.99,2.761,74,True
178.814,37.1859442,127.1013075,7.89,2.418,74,True
179.814,37.1859472,127.1012785,7.71,2.519,60,True
180.814,37.1859473,127.1012509,7.59,2.511,60,True
181.813,37.1859443,127.1012327,7.46,2.082,41,True
182.813,37.1859381,127.1012127,7.31,1.944,41,True
183.813,37.1859426,127.1011872,7.25,2.046,45,True
184.813,37.1859536,127.1011535,7.13,2.564,45,True
185.813,37.1859656,127.1011264,7.06,2.559,68,True
186.813,37.1859748,127.101113,6.86,1.979,68,True
187.813,37.1859827,127.1010918,6.93,1.944,58,True
188.813,37.1859895,127.1010838,6.83,1.404,58,True
189.813,37.1859978,127.101074,6.68,1.257,0,False
190.813,37.1860028,127.1010696,6.59,0.886,0,False
191.813,37.1860019,127.1010682,6.55,0.302,0,False
192.813,37.186,127.1010675,6.63,0.082,0,False
193.813,37.1859995,127.1010679,6.71,0.0,0,False
194.813,37.1859995,127.1010679,6.81,0.0,0,False
195.813,37.1859975,127.1010665,6.79,0.0,0,False
196.813,37.1859995,127.1010659,6.73,0.07,0,False
197.813,37.1860002,127.1010662,6.86,0.0,0,False
198.813,37.1860011,127.1010658,6.87,0.0,0,False
199.813,37.1860016,127.101066,6.89,0.046,0,False
200.813,37.1860012,127.101064,7.08,0.071,0,False
201.813,37.1860009,127.1010642,7.17,0.0,0,False
202.813,37.1860017,127.101062,7.23,0.0,0,False
203.813,37.1860026,127.1010617,7.54,0.062,0,False
204.813,37.1860024,127.1010619,7.89,0.0,0,False
205.813,37.1860024,127.1010619,8.17,0.0,0,False
206.813,37.1860024,127.1010619,8.37,0.0,0,False
207.813,37.1860043,127.1010635,8.47,0.0,0,False
208.813,37.1860043,127.1010635,8.53,0.0,0,False
209.813,37.1860043,127.1010635,8.65,0.0,0,False
210.813,37.1860043,127.1010635,8.82,0.0,0,False
211.813,37.1860043,127.1010635,8.98,0.0,0,False
212.813,37.186005,127.1010601,9.24,0.0,0,False
213.813,37.1860049,127.1010594,9.35,0.095,0,False
214.813,37.1860045,127.1010597,9.21,0.0,0,False
215.813,37.1860045,127.1010597,9.24,0.0,0,False
216.813,37.1860045,127.1010597,9.3,0.0,0,False
217.813,37.1860045,127.1010597,9.33,0.0,0,False
218.813,37.1860045,127.1010597,9.49,0.0,0,False
219.813,37.1860045,127.1010597,9.54,0.0,0,False
220.813,37.1860045,127.1010597,9.4,0.0,0,False
221.813,37.1860045,127.1010597,9.32,0.0,0,False
222.813,37.1860045,127.1010597,9.3,0.0,0,False
223.813,37.1860045,127.1010597,9.68,0.0,0,False
224.813,37.1860045,127.1010597,9.65,0.0,0,False
225.813,37.1860045,127.1010597,9.86,0.0,0,False
226.813,37.1860014,127.1010624,9.86,0.0,0,False
227.813,37.1860019,127.1010617,10.21,0.092,0,False
228.813,37.1860014,127.101062,10.66,0.067,0,False
229.813,37.1860011,127.1010623,10.84,0.0,0,False
230.813,37.1860011,127.1010623,10.86,0.0,0,False
231.813,37.1860011,127.1010623,11.12,0.0,0,False
232.813,37.1860011,127.1010623,11.38,0.0,0,False
233.813,37.1860011,127.1010623,11.52,0.0,0,False
234.813,37.1860011,127.1010623,11.45,0.0,0,False
235.813,37.1860015,127.1010616,11.49,0.0,0,False
236.813,37.1860033,127.1010614,11.74,0.0,0,False
237.813,37.1860033,127.1010614,11.68,0.0,0,False
238.814,37.1860033,127.1010614,11.68,0.0,0,False
239.814,37.1860061,127.1010557,11.73,0.215,0,False
240.814,37.1860058,127.101051,11.6,0.371,0,False
241.814,37.1860085,127.1010457,11.36,0.561,0,False
242.814,37.1860148,127.1010414,11.32,0.605,0,False
243.814,37.1860245,127.1010342,11.11,0.913,0,False
244.814,37.1860383,127.1010242,10.85,1.346,0,False
245.814,37.1860565,127.1010119,10.5,1.785,77,True
246.814,37.1860745,127.1010009,10.36,1.994,77,True
247.814,37.1860904,127.1009897,10.13,1.973,84,True
248.814,37.1861031,127.1009728,10.02,1.926,84,True
249.814,37.1861152,127.1009598,10.06,1.821,83,True
250.814,37.1861343,127.1009498,9.81,2.074,83,True
251.814,37.1861543,127.1009388,9.56,2.251,82,True
252.814,37.1861721,127.1009258,9.3,2.244,82,True
253.814,37.1861892,127.1009134,9.08,2.211,89,True
254.814,37.1862046,127.1008988,8.94,2.154,89,True
255.814,37.1862211,127.1008893,8.75,2.101,93,True
256.814,37.1862366,127.1008793,8.53,1.996,93,True
257.814,37.1862521,127.1008702,8.37,1.904,58,True
258.814,37.1862652,127.1008621,8.27,1.755,58,True
259.814,37.1862764,127.1008562,8.15,1.548,50,True
260.814,37.1862902,127.1008527,8.05,1.5,50,True
261.814,37.1862951,127.1008483,7.96,1.023,0,False
262.814,37.1863014,127.1008407,7.79,0.925,0,False
263.814,37.1863049,127.100836,7.73,0.72,0,False
264.814,37.1863046,127.100833,7.6,0.363,0,False
265.814,37.1863033,127.1008339,7.89,0.134,0,False
266.814,37.1863012,127.1008308,7.88,0.163,0,False
267.814,37.1863012,127.1008305,7.94,0.096,0,False
268.814,37.1863021,127.1008305,7.96,0.146,0,False
269.814,37.1863022,127.1008308,7.91,0.0,0,False
270.814,37.1863022,127.1008308,7.96,0.0,0,False
271.814,37.1863032,127.1008304,8.1,0.208,0,False
272.814,37.1863038,127.1008331,8.28,0.087,0,False
273.814,37.1863037,127.1008346,8.32,0.0,0,False
274.814,37.1863037,127.1008346,8.16,0.0,0,False
275.814,37.1863024,127.1008339,8.2,0.085,0,False
276.814,37.1863025,127.1008344,8.18,0.0,0,False
277.814,37.1863025,127.1008344,8.26,0.0,0,False
278.814,37.1863025,127.1008344,8.36,0.0,0,False
279.814,37.1863003,127.1008394,8.33,0.0,0,False
280.814,37.1863003,127.1008394,8.44,0.0,0,False
281.814,37.1863008,127.1008386,8.44,0.118,0,False
282.814,37.1863004,127.1008391,8.35,0.0,0,False
283.814,37.1862991,127.1008389,8.27,0.107,0,False
284.814,37.1862987,127.1008394,8.13,0.0,0,False
285.814,37.186297,127.1008384,8.17,0.073,0,False
286.814,37.1862984,127.1008401,8.29,0.088,0,False
287.814,37.1862983,127.1008406,8.29,0.0,0,False
288.814,37.1862992,127.100836,8.23,0.068,0,False
289.814,37.1862988,127.1008364,8.2,0.0,0,False
290.814,37.1862972,127.1008312,8.16,0.071,0,False
291.814,37.1862972,127.1008327,8.27,0.073,0,False
292.814,37.1862981,127.1008341,8.33,0.045,0,False
293.814,37.1862995,127.1008337,8.32,0.0,0,False
294.814,37.1863004,127.1008336,8.39,0.0,0,False
295.814,37.1863017,127.1008321,8.6,0.0,0,False
296.814,37.1863017,127.1008321,8.73,0.0,0,False
297.814,37.1863027,127.1008332,8.74,0.063,0,False
298.814,37.1863024,127.1008339,8.74,0.0,0,False
299.814,37.1863024,127.1008339,9.04,0.0,0,False
300.814,37.1863015,127.1008318,8.96,0.076,0,False
301.813,37.1863015,127.1008305,8.95,0.0,0,False
302.813,37.1863015,127.1008305,8.82,0.0,0,False
303.813,37.1863015,127.1008305,8.73,0.0,0,False
304.813,37.1863015,127.1008305,8.63,0.0,0,False
305.813,37.1863018,127.1008301,8.45,0.061,0,False
306.813,37.186302,127.1008307,8.31,0.0,0,False
307.813,37.186302,127.1008307,8.24,0.0,0,False
308.813,37.1863014,127.1008318,8.13,0.0,0,False
309.813,37.186301,127.1008306,8.12,0.066,0,False
310.813,37.1863007,127.1008309,8.01,0.0,0,False
311.813,37.1863007,127.1008309,8.06,0.0,0,False
312.813,37.1863007,127.1008309,8.06,0.0,0,False
313.813,37.1863007,127.1008309,8.1,0.0,0,False
314.813,37.1863007,127.1008309,8.28,0.0,0,False
315.813,37.1862989,127.1008345,8.48,0.149,0,False
316.813,37.1862986,127.1008351,8.6,0.0,0,False
317.813,37.1862986,127.1008351,8.86,0.0,0,False
318.813,37.1862981,127.1008356,8.94,0.0,0,False
319.813,37.1862991,127.100835,8.96,0.095,0,False
320.813,37.1862987,127.1008355,9.06,0.0,0,False
321.813,37.1862987,127.1008355,8.97,0.0,0,False
322.813,37.1862997,127.100831,9.03,0.127,0,False
323.813,37.1862995,127.1008315,8.91,0.066,0,False
324.813,37.1862992,127.1008319,9.01,0.0,0,False
325.813,37.1863004,127.1008344,8.89,0.0,0,False
326.813,37.1863013,127.1008331,8.83,0.144,0,False
327.813,37.1863006,127.1008336,8.78,0.0,0,False
328.813,37.1863025,127.1008347,8.78,0.0,0,False
329.813,37.1863025,127.1008347,8.87,0.0,0,False
330.813,37.1863042,127.1008348,8.96,0.0,0,False
331.813,37.1863042,127.1008348,8.97,0.0,0,False
332.813,37.1863069,127.100833,9.06,0.157,0,False
333.813,37.1863067,127.1008349,8.97,0.081,0,False
334.813,37.1863057,127.1008357,8.98,0.069,0,False
335.813,37.1863059,127.1008369,8.93,0.052,0,False
336.813,37.1863061,127.1008366,8.78,0.108,0,False
337.813,37.1863057,127.1008371,8.79,0.0,0,False
338.813,37.1863063,127.1008367,8.58,0.076,0,False
339.813,37.186306,127.100837,8.53,0.0,0,False
340.813,37.186306,127.100837,8.59,0.0,0,False
341.813,37.186306,127.100837,8.63,0.0,0,False
342.813,37.186306,127.100837,8.78,0.0,0,False
343.813,37.186306,127.100837,8.74,0.0,0,False
344.813,37.1863078,127.100832,8.94,0.092,0,False
345.813,37.1863073,127.1008343,8.95,0.055,0,False
346.813,37.1863071,127.1008345,9.1,0.0,0,False
347.813,37.1863075,127.100834,9.1,0.068,0,False
348.813,37.1863091,127.1008328,9.1,0.207,0,False
349.813,37.1863127,127.100822,9.15,0.673,0,False
350.813,37.1863117,127.100819,9.07,0.482,0,False
351.813,37.186313,127.1008138,8.92,0.421,0,False
352.813,37.1863113,127.1008094,8.82,0.388,0,False
353.813,37.1863102,127.1008046,8.75,0.446,0,False
354.813,37.1863113,127.1007931,8.64,0.777,0,False
355.813,37.1863108,127.1007746,8.56,1.236,0,False
356.813,37.1863126,127.1007502,8.44,1.741,0,False
357.813,37.1863148,127.1007231,8.22,2.141,91,True
358.813,37.1863177,127.100695,8.04,2.395,91,True
359.813,37.1863206,127.1006703,7.86,2.249,57,True
360.813,37.1863219,127.1006457,7.79,2.197,57,True
361.813,37.186325,127.100623,7.79,2.087,52,True
362.813,37.1863288,127.1005925,7.68,2.444,52,True
363.813,37.1863327,127.1005625,7.75,2.616,85,True
364.814,37.1863345,127.1005279,7.62,2.82,85,True
365.814,37.1863377,127.100501,7.41,2.633,90,True
366.814,37.1863381,127.1004719,7.22,2.569,90,True
367.814,37.1863384,127.1004429,7.16,2.563,69,True
368.814,37.1863403,127.1004144,7.03,2.576,69,True
369.814,37.1863407,127.1003894,7.01,2.345,63,True
370.814,37.1863433,127.1003582,6.9,2.473,63,True
371.814,37.1863446,127.1003293,6.87,2.509,55,True
372.814,37.1863453,127.1003026,6.91,2.411,55,True
373.814,37.1863483,127.1002739,6.8,2.466,48,True
374.814,37.1863519,127.1002509,6.64,2.215,48,True
375.814,37.1863602,127.1002323,6.55,1.881,41,True
376.814,37.1863696,127.1002078,6.57,2.092,41,True
377.814,37.1863813,127.1001888,6.53,2.126,40,True
378.814,37.1863929,127.1001681,6.61,2.198,40,True
379.814,37.1864062,127.1001512,6.51,2.14,41,True
380.814,37.1864245,127.1001351,6.53,2.291,41,True
381.814,37.1864471,127.100119,6.49,2.507,43,True
382.814,37.1864711,127.1001099,6.42,2.579,43,True
383.814,37.186495,127.1001004,6.42,2.577,43,True
384.814,37.1865112,127.1001004,6.39,2.068,43,True
385.814,37.186527,127.1001079,6.51,1.841,41,True
386.814,37.1865453,127.1001089,6.55,1.928,41,True
387.814,37.1865614,127.100096,6.48,1.914,40,True
388.814,37.1865851,127.1000855,6.54,2.346,40,True
389.814,37.1866056,127.1000779,6.61,2.383,42,True
390.814,37.1866269,127.100067,6.74,2.438,42,True
391.814,37.1866442,127.1000595,6.77,2.19,43,True
392.814,37.1866654,127.1000495,6.74,2.31,43,True
393.814,37.1866877,127.1000363,6.82,2.475,44,True
394.814,37.1867136,127.1000249,6.83,2.705,44,True
395.814,37.1867341,127.1000131,6.84,2.565,43,True
396.814,37.1867556,127.1000006,6.98,2.594,43,True
397.814,37.1867844,127.0999889,6.95,2.976,47,True
398.814,37.1868078,127.0999778,6.85,2.847,47,True
399.814,37.1868283,127.0999658,6.86,2.64,49,True
400.814,37.1868554,127.0999538,6.84,2.843,49,True
401.814,37.1868818,127.099943,6.83,2.949,53,True
402.814,37.1869054,127.0999298,6.81,2.878,53,True
403.814,37.1869285,127.0999158,6.74,2.872,54,True
404.814,37.1869539,127.0999029,6.72,2.881,54,True
405.814,37.1869771,127.0998907,6.73,2.841,59,True
406.814,37.1869976,127.0998795,6.7,2.712,59,True
407.814,37.187023,127.0998653,6.69,2.872,55,True
408.814,37.1870468,127.0998579,6.59,2.823,55,True
409.814,37.1870721,127.0998465,6.81,2.903,47,True
410.814,37.187099,127.0998338,6.91,3.068,47,True
411.814,37.1871181,127.099821,6.93,2.705,43,True
412.814,37.1871458,127.0998083,6.91,2.988,43,True
413.814,37.1871694,127.099796,6.88,2.938,47,True
414.814,37.1871988,127.0997848,6.82,3.139,47,True
415.814,37.1872193,127.0997716,6.87,2.813,51,True
416.814,37.1872443,127.0997605,6.87,2.855,51,True
417.814,37.1872688,127.0997484,6.67,2.89,51,True
418.814,37.1872927,127.0997365,6.7,2.857,51,True
419.814,37.1873165,127.0997231,6.8,2.903,48,True
420.814,37.1873356,127.0997105,6.68,2.65,48,True
421.814,37.1873601,127.0997011,6.85,2.745,51,True
422.814,37.1873819,127.0996893,6.84,2.69,51,True
423.814,37.1874056,127.0996797,7.21,2.692,56,True
424.814,37.1874274,127.0996661,7.56,2.677,56,True
425.814,37.1874535,127.0996575,7.9,2.756,53,True
426.814,37.1874768,127.0996493,8.21,2.744,53,True
427.814,37.1874973,127.099641,8.52,2.562,49,True
428.814,37.1875257,127.0996377,8.8,2.848,49,True
429.814,37.1875476,127.0996329,9.07,2.618,62,True
430.814,37.1875728,127.0996272,9.33,2.686,62,True
431.814,37.1875997,127.0996214,9.58,2.902,67,True
432.814,37.1876211,127.0996179,9.81,2.637,67,True
433.814,37.1876447,127.0996104,10.03,2.677,57,True
434.814,37.1876675,127.0996036,10.24,2.631,57,True
435.813,37.1876909,127.0995985,10.44,2.569,47,True
436.814,37.1877122,127.0995923,10.63,2.544,47,True
437.813,37.1877286,127.0995826,10.81,2.217,42,True
438.813,37.1877481,127.0995748,10.99,2.226,42,True
439.813,37.1877698,127.0995635,11.15,2.388,45,True
440.813,37.1877853,127.0995509,11.3,2.183,45,True
441.813,37.1878073,127.0995419,11.45,2.363,45,True
442.813,37.1878299,127.0995286,11.59,2.563,45,True
443.813,37.1878515,127.0995208,11.72,2.521,45,True
444.813,37.1878735,127.0995075,11.85,2.619,45,True
445.813,37.187899,127.0995044,11.97,2.693,57,True
446.813,37.1879165,127.0994907,12.08,2.43,57,True
447.813,37.1879377,127.0994822,12.19,2.423,67,True
448.813,37.1879563,127.0994769,12.29,2.233,67,True
449.813,37.1879757,127.0994686,12.39,2.192,59,True
450.813,37.1879939,127.099462,12.48,2.135,59,True
451.813,37.1880112,127.0994546,12.57,2.068,57,True
452.813,37.1880252,127.0994458,12.66,1.892,57,True
453.813,37.1880396,127.0994369,12.74,1.738,42,True
454.813,37.1880605,127.0994265,12.81,2.086,42,True
455.813,37.1880851,127.0994138,12.88,2.533,54,True
456.813,37.188112,127.0994039,12.95,2.798,54,True
457.813,37.188135,127.0993918,13.02,2.759,94,True
458.813,37.1881562,127.0993849,13.08,2.548,94,True
459.813,37.1881779,127.0993759,13.14,2.493,51,True
460.813,37.1882023,127.0993624,13.19,2.713,51,True
461.813,37.1882225,127.099349,13.24,2.583,42,True
462.813,37.1882381,127.0993385,13.29,2.175,42,True
463.813,37.188261,127.0993242,13.34,2.481,46,True
464.813,37.1882871,127.0993126,13.39,2.725,46,True
465.813,37.1883035,127.0993066,13.43,2.291,58,True
466.813,37.1883215,127.0993019,13.47,2.14,58,True
467.813,37.1883364,127.0992978,13.51,1.944,54,True
468.813,37.1883557,127.0992866,13.55,2.071,54,True
469.813,37.1883738,127.0992788,13.58,2.05,57,True
470.813,37.188394,127.0992694,13.61,2.289,57,True
471.813,37.1884162,127.0992619,13.65,2.438,63,True
472.813,37.1884349,127.0992533,13.68,2.32,63,True
473.813,37.1884535,127.0992479,13.7,2.198,55,True
474.813,37.188466,127.0992402,13.73,1.787,55,True
475.813,37.1884882,127.0992302,13.76,2.153,56,True
476.813,37.1885089,127.0992195,13.78,2.321,56,True
477.813,37.1885242,127.0992109,13.8,2.121,48,True
478.813,37.1885432,127.0992064,13.83,2.088,48,True
479.813,37.188565,127.0991953,13.85,2.259,50,True
480.813,37.1885807,127.0991889,13.87,2.064,50,True
481.813,37.1886053,127.0991811,13.89,2.421,55,True
482.813,37.1886189,127.0991792,13.9,1.958,55,True
483.813,37.1886392,127.0991687,13.92,2.176,49,True
484.813,37.1886647,127.0991592,13.94,2.553,49,True
485.813,37.1886765,127.0991512,13.95,2.064,49,True
486.813,37.1886959,127.0991418,13.97,2.126,49,True
487.813,37.1887136,127.099139,13.98,1.992,44,True
488.813,37.1887396,127.0991366,14.0,2.317,44,True
489.813,37.1887583,127.0991235,14.01,2.226,47,True
490.814,37.1887813,127.0991038,14.02,2.471,47,True
491.814,37.1888044,127.0990936,14.03,2.46,58,True
492.814,37.1888258,127.0990774,14.04,2.501,58,True
493.814,37.1888511,127.0990693,14.05,2.541,53,True
494.814,37.1888705,127.099061,14.06,2.364,53,True
495.814,37.1888888,127.0990422,14.07,2.388,46,True
496.814,37.1889033,127.0990356,14.08,1.996,46,True
497.814,37.1889259,127.0990284,14.09,2.228,45,True
498.814,37.1889445,127.0990166,14.1,2.269,45,True
499.814,37.188965,127.0990069,14.1,2.301,46,True
500.814,37.1889827,127.0989948,14.11,2.277,46,True
